uniprot_id,Reviewed,Gene Names,Organism,Length,pathogen,disease_name
P0A817,reviewed,metK metX b2942 JW2909,Escherichia coli (strain K12),384,escherichia_coli,Pathogenic Escherichia coli infection
P0A821,reviewed,selA fdhA b3591 JW3564,Escherichia coli (strain K12),463,escherichia_coli,Pathogenic Escherichia coli infection
P0A825,reviewed,glyA b2551 JW2535,Escherichia coli (strain K12),417,escherichia_coli,Pathogenic Escherichia coli infection
P0A830,reviewed,dctA b3528 JW3496,Escherichia coli (strain K12),428,escherichia_coli,Pathogenic Escherichia coli infection
P0A832,reviewed,smpB smqB b2620 JW2601,Escherichia coli (strain K12),160,escherichia_coli,Pathogenic Escherichia coli infection
P0A836,reviewed,sucC b0728 JW0717,Escherichia coli (strain K12),388,escherichia_coli,Pathogenic Escherichia coli infection
P0A840,reviewed,surE ygbC b2744 JW2714,Escherichia coli (strain K12),253,escherichia_coli,Pathogenic Escherichia coli infection
P0A847,reviewed,tgt b0406 JW0396,Escherichia coli (strain K12),375,escherichia_coli,Pathogenic Escherichia coli infection
P0A850,reviewed,tig b0436 JW0426,Escherichia coli (strain K12),432,escherichia_coli,Pathogenic Escherichia coli infection
P0A853,reviewed,tnaA ind b3708 JW3686,Escherichia coli (strain K12),471,escherichia_coli,Pathogenic Escherichia coli infection
P0A855,reviewed,tolB b0740 JW5100,Escherichia coli (strain K12),430,escherichia_coli,Pathogenic Escherichia coli infection
P0A858,reviewed,tpiA tpi b3919 JW3890,Escherichia coli (strain K12),255,escherichia_coli,Pathogenic Escherichia coli infection
P0A862,reviewed,tpx yzzJ b1324 JW1317,Escherichia coli (strain K12),168,escherichia_coli,Pathogenic Escherichia coli infection
P0A870,reviewed,talB yaaK b0008 JW0007,Escherichia coli (strain K12),317,escherichia_coli,Pathogenic Escherichia coli infection
P0A873,reviewed,trmD b2607 JW2588,Escherichia coli (strain K12),255,escherichia_coli,Pathogenic Escherichia coli infection
P0A879,reviewed,trpB b1261 JW1253,Escherichia coli (strain K12),397,escherichia_coli,Pathogenic Escherichia coli infection
P0A884,reviewed,thyA b2827 JW2795,Escherichia coli (strain K12),264,escherichia_coli,Pathogenic Escherichia coli infection
P0A887,reviewed,ubiE yigO b3833 JW5581,Escherichia coli (strain K12),251,escherichia_coli,Pathogenic Escherichia coli infection
P0A890,reviewed,tusA sirA yhhP b3470 JW3435,Escherichia coli (strain K12),81,escherichia_coli,Pathogenic Escherichia coli infection
P0A894,reviewed,rapZ yhbJ b3205 JW3172,Escherichia coli (strain K12),284,escherichia_coli,Pathogenic Escherichia coli infection
P0A898,reviewed,ybeY b0659 JW0656,Escherichia coli (strain K12),155,escherichia_coli,Pathogenic Escherichia coli infection
P0A8B2,reviewed,smrB yfcN b2331 JW2328,Escherichia coli (strain K12),183,escherichia_coli,Pathogenic Escherichia coli infection
P0A8D6,reviewed,ymdB b1045 JW1032,Escherichia coli (strain K12),177,escherichia_coli,Pathogenic Escherichia coli infection
P0A8E7,reviewed,yajQ b0426 JW5058,Escherichia coli (strain K12),163,escherichia_coli,Pathogenic Escherichia coli infection
P0A8F0,reviewed,upp uraP b2498 JW2483,Escherichia coli (strain K12),208,escherichia_coli,Pathogenic Escherichia coli infection
P0A8F8,reviewed,uvrB b0779 JW0762,Escherichia coli (strain K12),673,escherichia_coli,Pathogenic Escherichia coli infection
P0A8G0,reviewed,uvrC b1913 JW1898,Escherichia coli (strain K12),610,escherichia_coli,Pathogenic Escherichia coli infection
P0A8G6,reviewed,wrbA b1004 JW0989,Escherichia coli (strain K12),198,escherichia_coli,Pathogenic Escherichia coli infection
P0A8G9,reviewed,xseB yajE b0422 JW0412,Escherichia coli (strain K12),80,escherichia_coli,Pathogenic Escherichia coli infection
P0A8H3,reviewed,zupT ygiE b3040 JW3008,Escherichia coli (strain K12),257,escherichia_coli,Pathogenic Escherichia coli infection
P0A8H6,reviewed,yihI b3866 JW3837,Escherichia coli (strain K12),169,escherichia_coli,Pathogenic Escherichia coli infection
P0A8I1,reviewed,yqgF ruvX b2949 JW2916,Escherichia coli (strain K12),138,escherichia_coli,Pathogenic Escherichia coli infection
P0A8I5,reviewed,trmB trmI yggH b2960 JW2927,Escherichia coli (strain K12),239,escherichia_coli,Pathogenic Escherichia coli infection
P0A8I8,reviewed,rlmH ybeA b0636 JW0631,Escherichia coli (strain K12),155,escherichia_coli,Pathogenic Escherichia coli infection
P0A8J2,reviewed,dnaT b4362 JW4326,Escherichia coli (strain K12),179,escherichia_coli,Pathogenic Escherichia coli infection
P0A8J8,reviewed,rhlB mmrA b3780 JW3753,Escherichia coli (strain K12),421,escherichia_coli,Pathogenic Escherichia coli infection
P0A8K1,reviewed,psd b4160 JW4121,Escherichia coli (strain K12),322,escherichia_coli,Pathogenic Escherichia coli infection
P0A8L1,reviewed,serS b0893 JW0876,Escherichia coli (strain K12),430,escherichia_coli,Pathogenic Escherichia coli infection
P0A8M0,reviewed,asnS tss b0930 JW0913,Escherichia coli (strain K12),466,escherichia_coli,Pathogenic Escherichia coli infection
P0A8M3,reviewed,thrS b1719 JW1709,Escherichia coli (strain K12),642,escherichia_coli,Pathogenic Escherichia coli infection
P0A8M6,reviewed,tmaR yeeX b2007 JW1989,Escherichia coli (strain K12),109,escherichia_coli,Pathogenic Escherichia coli infection
P0A8N0,reviewed,matP ycbG b0956 JW0939,Escherichia coli (strain K12),150,escherichia_coli,Pathogenic Escherichia coli infection
P0A8N3,reviewed,lysS asuD herC b2890 JW2858,Escherichia coli (strain K12),505,escherichia_coli,Pathogenic Escherichia coli infection
P0A8N5,reviewed,lysU b4129 JW4090,Escherichia coli (strain K12),505,escherichia_coli,Pathogenic Escherichia coli infection
P0A8N7,reviewed,epmA genX poxA yjeA b4155 JW4116,Escherichia coli (strain K12),325,escherichia_coli,Pathogenic Escherichia coli infection
P0A8P6,reviewed,xerC b3811 JW3784,Escherichia coli (strain K12),298,escherichia_coli,Pathogenic Escherichia coli infection
P0A8P8,reviewed,xerD xprB b2894 JW2862,Escherichia coli (strain K12),298,escherichia_coli,Pathogenic Escherichia coli infection
P0A8Q0,reviewed,frdC b4152 JW4113,Escherichia coli (strain K12),131,escherichia_coli,Pathogenic Escherichia coli infection
P0A8Q3,reviewed,frdD b4151 JW4112,Escherichia coli (strain K12),119,escherichia_coli,Pathogenic Escherichia coli infection
P0A8R0,reviewed,rraA menG yiiV b3929 JW3900,Escherichia coli (strain K12),161,escherichia_coli,Pathogenic Escherichia coli infection
P0A8S1,reviewed,argP iciA b2916 JW2883,Escherichia coli (strain K12),297,escherichia_coli,Pathogenic Escherichia coli infection
P0A8S9,reviewed,flhD flbB b1892 JW1881,Escherichia coli (strain K12),116,escherichia_coli,Pathogenic Escherichia coli infection
P0A8T7,reviewed,rpoC tabB b3988 JW3951,Escherichia coli (strain K12),1407,escherichia_coli,Pathogenic Escherichia coli infection
P0A8V0,reviewed,rbn elaC rnz b2268 JW2263,Escherichia coli (strain K12),305,escherichia_coli,Pathogenic Escherichia coli infection
P0A8V2,reviewed,rpoB groN nitB rif ron stl stv tabD b3987 JW3950,Escherichia coli (strain K12),1342,escherichia_coli,Pathogenic Escherichia coli infection
P0A8V6,reviewed,fadR oleR thdB b1187 JW1176,Escherichia coli (strain K12),239,escherichia_coli,Pathogenic Escherichia coli infection
P0A8W0,reviewed,nanR yhcK b3226 JW3195,Escherichia coli (strain K12),263,escherichia_coli,Pathogenic Escherichia coli infection
P0A8X0,reviewed,darP yjgA b4234 JW4193,Escherichia coli (strain K12),183,escherichia_coli,Pathogenic Escherichia coli infection
P0A8Y1,reviewed,yjjG b4374 JW4336,Escherichia coli (strain K12),225,escherichia_coli,Pathogenic Escherichia coli infection
P0A8Y3,reviewed,yihX b3885 JW5566,Escherichia coli (strain K12),199,escherichia_coli,Pathogenic Escherichia coli infection
P0A8Y5,reviewed,yidA b3697 JW3674,Escherichia coli (strain K12),270,escherichia_coli,Pathogenic Escherichia coli infection
P0A8Y8,reviewed,entH ybdB b0597 JW0589,Escherichia coli (strain K12),137,escherichia_coli,Pathogenic Escherichia coli infection
P0A903,reviewed,bamC dapX nlpB b2477 JW2462,Escherichia coli (strain K12),344,escherichia_coli,Pathogenic Escherichia coli infection
P0A910,reviewed,ompA con tolG tut b0957 JW0940,Escherichia coli (strain K12),346,escherichia_coli,Pathogenic Escherichia coli infection
P0A912,reviewed,pal excC b0741 JW0731,Escherichia coli (strain K12),173,escherichia_coli,Pathogenic Escherichia coli infection
P0A921,reviewed,pldA b3821 JW3794,Escherichia coli (strain K12),289,escherichia_coli,Pathogenic Escherichia coli infection
P0A924,reviewed,pgpB b1278 JW1270,Escherichia coli (strain K12),254,escherichia_coli,Pathogenic Escherichia coli infection
P0A935,reviewed,mltA mlt ygdM b2813 JW2784,Escherichia coli (strain K12),365,escherichia_coli,Pathogenic Escherichia coli infection
P0A937,reviewed,bamE smpA b2617 JW2598,Escherichia coli (strain K12),113,escherichia_coli,Pathogenic Escherichia coli infection
P0A940,reviewed,bamA yaeT yzzN yzzY b0177 JW0172,Escherichia coli (strain K12),810,escherichia_coli,Pathogenic Escherichia coli infection
P0A944,reviewed,rimI b4373 JW4335,Escherichia coli (strain K12),148,escherichia_coli,Pathogenic Escherichia coli infection
P0A948,reviewed,rimJ b1066 JW1053,Escherichia coli (strain K12),194,escherichia_coli,Pathogenic Escherichia coli infection
P0A951,reviewed,speG b1584 JW1576,Escherichia coli (strain K12),186,escherichia_coli,Pathogenic Escherichia coli infection
P0A953,reviewed,fabB fabC b2323 JW2320,Escherichia coli (strain K12),406,escherichia_coli,Pathogenic Escherichia coli infection
P0A955,reviewed,eda hga kdgA b1850 JW1839,Escherichia coli (strain K12),213,escherichia_coli,Pathogenic Escherichia coli infection
P0A959,reviewed,alaA yfbQ b2290 JW2287,Escherichia coli (strain K12),405,escherichia_coli,Pathogenic Escherichia coli infection
P0A962,reviewed,ansA b1767 JW1756,Escherichia coli (strain K12),338,escherichia_coli,Pathogenic Escherichia coli infection
P0A964,reviewed,cheW b1887 JW1876,Escherichia coli (strain K12),167,escherichia_coli,Pathogenic Escherichia coli infection
P0A968,reviewed,cspD cspH ybjA b0880 JW0864,Escherichia coli (strain K12),74,escherichia_coli,Pathogenic Escherichia coli infection
P0A972,reviewed,cspE gicA msmC b0623 JW0618,Escherichia coli (strain K12),69,escherichia_coli,Pathogenic Escherichia coli infection
P0A988,reviewed,dnaN b3701 JW3678,Escherichia coli (strain K12),366,escherichia_coli,Pathogenic Escherichia coli infection
P0A991,reviewed,fbaB dhnA b2097 JW5344,Escherichia coli (strain K12),350,escherichia_coli,Pathogenic Escherichia coli infection
P0A993,reviewed,fbp fdp b4232 JW4191,Escherichia coli (strain K12),332,escherichia_coli,Pathogenic Escherichia coli infection
P0A998,reviewed,ftnA ftn gen-165 rsgA b1905 JW1893,Escherichia coli (strain K12),165,escherichia_coli,Pathogenic Escherichia coli infection
P0A9A6,reviewed,ftsZ sfiB sulB b0095 JW0093,Escherichia coli (strain K12),383,escherichia_coli,Pathogenic Escherichia coli infection
P0A9A9,reviewed,fur b0683 JW0669,Escherichia coli (strain K12),148,escherichia_coli,Pathogenic Escherichia coli infection
P0A9B2,reviewed,gapA b1779 JW1768,Escherichia coli (strain K12),331,escherichia_coli,Pathogenic Escherichia coli infection
P0A9B6,reviewed,epd gapB b2927 JW2894,Escherichia coli (strain K12),339,escherichia_coli,Pathogenic Escherichia coli infection
P0A9C0,reviewed,glpA b2241 JW2235,Escherichia coli (strain K12),542,escherichia_coli,Pathogenic Escherichia coli infection
P0A9C5,reviewed,glnA b3870 JW3841,Escherichia coli (strain K12),469,escherichia_coli,Pathogenic Escherichia coli infection
P0A9C9,reviewed,glpX b3925 JW3896,Escherichia coli (strain K12),336,escherichia_coli,Pathogenic Escherichia coli infection
P0A9D2,reviewed,gstA gst b1635 JW1627,Escherichia coli (strain K12),201,escherichia_coli,Pathogenic Escherichia coli infection
P0A9D8,reviewed,dapD b0166 JW0161,Escherichia coli (strain K12),274,escherichia_coli,Pathogenic Escherichia coli infection
P0A9E0,reviewed,araC b0064 JW0063,Escherichia coli (strain K12),292,escherichia_coli,Pathogenic Escherichia coli infection
P0A9E5,reviewed,fnr nirR b1334 JW1328,Escherichia coli (strain K12),250,escherichia_coli,Pathogenic Escherichia coli infection
P0A9G4,reviewed,cueR copR ybbI b0487 JW0476,Escherichia coli (strain K12),135,escherichia_coli,Pathogenic Escherichia coli infection
P0A9G6,reviewed,aceA icl b4015 JW3975,Escherichia coli (strain K12),434,escherichia_coli,Pathogenic Escherichia coli infection
P0A9G8,reviewed,modE modR b0761 JW0744,Escherichia coli (strain K12),262,escherichia_coli,Pathogenic Escherichia coli infection
P0A9H3,reviewed,cadA ldcI b4131 JW4092,Escherichia coli (strain K12),715,escherichia_coli,Pathogenic Escherichia coli infection
P0A9H7,reviewed,cfa cdfA b1661 JW1653,Escherichia coli (strain K12),382,escherichia_coli,Pathogenic Escherichia coli infection
P0A9H9,reviewed,cheZ b1881 JW1870,Escherichia coli (strain K12),214,escherichia_coli,Pathogenic Escherichia coli infection
P0A9J0,reviewed,rng cafA orfF yhdF b3247 JW3216,Escherichia coli (strain K12),489,escherichia_coli,Pathogenic Escherichia coli infection
P0A9J4,reviewed,panE apbA b0425 JW0415,Escherichia coli (strain K12),303,escherichia_coli,Pathogenic Escherichia coli infection
P0A9J6,reviewed,rbsK b3752 JW3731,Escherichia coli (strain K12),309,escherichia_coli,Pathogenic Escherichia coli infection
P0A9J8,reviewed,pheA b2599 JW2580,Escherichia coli (strain K12),386,escherichia_coli,Pathogenic Escherichia coli infection
P0A9K7,reviewed,phoU nmpA b3724 JW3702,Escherichia coli (strain K12),241,escherichia_coli,Pathogenic Escherichia coli infection
P0A9K9,reviewed,slyD b3349 JW3311,Escherichia coli (strain K12),196,escherichia_coli,Pathogenic Escherichia coli infection
P0A9L3,reviewed,fklB ytfC b4207 JW5746,Escherichia coli (strain K12),206,escherichia_coli,Pathogenic Escherichia coli infection
P0A9M0,reviewed,lon capR deg lopA muc b0439 JW0429,Escherichia coli (strain K12),784,escherichia_coli,Pathogenic Escherichia coli infection
P0A9M2,reviewed,hpt b0125 JW5009,Escherichia coli (strain K12),178,escherichia_coli,Pathogenic Escherichia coli infection
P0A9M5,reviewed,gpt gpp gxu b0238 JW0228,Escherichia coli (strain K12),152,escherichia_coli,Pathogenic Escherichia coli infection
P0A9M8,reviewed,pta b2297 JW2294,Escherichia coli (strain K12),714,escherichia_coli,Pathogenic Escherichia coli infection
P0A9N4,reviewed,pflA act b0902 JW0885,Escherichia coli (strain K12),246,escherichia_coli,Pathogenic Escherichia coli infection
P0A9N8,reviewed,nrdG yjgE b4237 JW4196,Escherichia coli (strain K12),154,escherichia_coli,Pathogenic Escherichia coli infection
P0A9P0,reviewed,lpdA lpd b0116 JW0112,Escherichia coli (strain K12),474,escherichia_coli,Pathogenic Escherichia coli infection
P0A9P4,reviewed,trxB b0888 JW0871,Escherichia coli (strain K12),321,escherichia_coli,Pathogenic Escherichia coli infection
P0A9P6,reviewed,deaD csdA mssB rhlD b3162 JW5531,Escherichia coli (strain K12),629,escherichia_coli,Pathogenic Escherichia coli infection
P0A9Q1,reviewed,arcA cpxC dye fexA msp seg sfrA b4401 JW4364,Escherichia coli (strain K12),238,escherichia_coli,Pathogenic Escherichia coli infection
P0A9Q5,reviewed,accD dedB usg b2316 JW2313,Escherichia coli (strain K12),304,escherichia_coli,Pathogenic Escherichia coli infection
P0A9Q7,reviewed,adhE ana b1241 JW1228,Escherichia coli (strain K12),891,escherichia_coli,Pathogenic Escherichia coli infection
P0A9Q9,reviewed,asd hom b3433 JW3396,Escherichia coli (strain K12),367,escherichia_coli,Pathogenic Escherichia coli infection
P0A9R4,reviewed,fdx b2525 JW2509,Escherichia coli (strain K12),111,escherichia_coli,Pathogenic Escherichia coli infection
P0A9R7,reviewed,ftsE b3463 JW3428,Escherichia coli (strain K12),222,escherichia_coli,Pathogenic Escherichia coli infection
P0A9S1,reviewed,fucO b2799 JW2770,Escherichia coli (strain K12),382,escherichia_coli,Pathogenic Escherichia coli infection
P0A9S5,reviewed,gldA b3945 JW5556,Escherichia coli (strain K12),367,escherichia_coli,Pathogenic Escherichia coli infection
P0A9S7,reviewed,livG b3455 JW3420,Escherichia coli (strain K12),255,escherichia_coli,Pathogenic Escherichia coli infection
P0A9T0,reviewed,serA b2913 JW2880,Escherichia coli (strain K12),410,escherichia_coli,Pathogenic Escherichia coli infection
P0A9V1,reviewed,lptB yhbG b3201 JW3168,Escherichia coli (strain K12),241,escherichia_coli,Pathogenic Escherichia coli infection
P0A9V8,reviewed,yihU b3882 JW3853,Escherichia coli (strain K12),298,escherichia_coli,Pathogenic Escherichia coli infection
P0A9W3,reviewed,ettA yjjK b4391 JW4354,Escherichia coli (strain K12),555,escherichia_coli,Pathogenic Escherichia coli infection
P0A9X4,reviewed,mreB envB rodY b3251 JW3220,Escherichia coli (strain K12),347,escherichia_coli,Pathogenic Escherichia coli infection
P0A9X9,reviewed,cspA cspS b3556 JW3525,Escherichia coli (strain K12),70,escherichia_coli,Pathogenic Escherichia coli infection
P0A9Y6,reviewed,cspC msmB b1823 JW1812,Escherichia coli (strain K12),69,escherichia_coli,Pathogenic Escherichia coli infection
P0A9Z1,reviewed,glnB b2553 JW2537,Escherichia coli (strain K12),112,escherichia_coli,Pathogenic Escherichia coli infection
P0AA04,reviewed,ptsH hpr b2415 JW2408,Escherichia coli (strain K12),85,escherichia_coli,Pathogenic Escherichia coli infection
P0AA10,reviewed,rplM b3231 JW3200,Escherichia coli (strain K12),142,escherichia_coli,Pathogenic Escherichia coli infection
P0AA16,reviewed,ompR kmt ompB b3405 JW3368,Escherichia coli (strain K12),239,escherichia_coli,Pathogenic Escherichia coli infection
P0AA25,reviewed,trxA fipA tsnC b3781 JW5856,Escherichia coli (strain K12),109,escherichia_coli,Pathogenic Escherichia coli infection
P0AA37,reviewed,rluA yabO b0058 JW0057,Escherichia coli (strain K12),219,escherichia_coli,Pathogenic Escherichia coli infection
P0AA41,reviewed,truC yqcB b2791 JW2762,Escherichia coli (strain K12),260,escherichia_coli,Pathogenic Escherichia coli infection
P0AA43,reviewed,rsuA yejD b2183 JW2171,Escherichia coli (strain K12),231,escherichia_coli,Pathogenic Escherichia coli infection
P0AA47,reviewed,plaP yeeF b2014 JW5330,Escherichia coli (strain K12),452,escherichia_coli,Pathogenic Escherichia coli infection
P0AA76,reviewed,dgoT yidT b3691 JW5859,Escherichia coli (strain K12),430,escherichia_coli,Pathogenic Escherichia coli infection
P0AA78,reviewed,exuT b3093 JW3064,Escherichia coli (strain K12),432,escherichia_coli,Pathogenic Escherichia coli infection
P0AA84,reviewed,clsB ybhO b0789 JW0772,Escherichia coli (strain K12),413,escherichia_coli,Pathogenic Escherichia coli infection
P0AA89,reviewed,dosC dgcO yddV b1490 JW5241,Escherichia coli (strain K12),460,escherichia_coli,Pathogenic Escherichia coli infection
P0AA93,reviewed,ypdA b2380 JW5388,Escherichia coli (strain K12),565,escherichia_coli,Pathogenic Escherichia coli infection
P0AAA9,reviewed,zraP yjaI zra b4002 JW5546,Escherichia coli (strain K12),141,escherichia_coli,Pathogenic Escherichia coli infection
P0AAB4,reviewed,ubiD yigC yigY b3843 JW3819,Escherichia coli (strain K12),497,escherichia_coli,Pathogenic Escherichia coli infection
P0AAC6,reviewed,yccA b0970 JW0953,Escherichia coli (strain K12),219,escherichia_coli,Pathogenic Escherichia coli infection
P0AAC8,reviewed,iscA yfhF b2528 JW2512,Escherichia coli (strain K12),107,escherichia_coli,Pathogenic Escherichia coli infection
P0AAD6,reviewed,sdaC dcrA b2796 JW2767,Escherichia coli (strain K12),429,escherichia_coli,Pathogenic Escherichia coli infection
P0AAD8,reviewed,tdcC b3116 JW3087,Escherichia coli (strain K12),443,escherichia_coli,Pathogenic Escherichia coli infection
P0AAE0,reviewed,cycA dagA ytfD b4208 JW4166,Escherichia coli (strain K12),470,escherichia_coli,Pathogenic Escherichia coli infection
P0AAE8,reviewed,cadB b4132 JW4093,Escherichia coli (strain K12),444,escherichia_coli,Pathogenic Escherichia coli infection
P0AAF1,reviewed,potE b0692 JW0679,Escherichia coli (strain K12),439,escherichia_coli,Pathogenic Escherichia coli infection
P0AAG0,reviewed,dppD b3541 JW3510,Escherichia coli (strain K12),327,escherichia_coli,Pathogenic Escherichia coli infection
P0AAH0,reviewed,pstB phoT b3725 JW3703,Escherichia coli (strain K12),257,escherichia_coli,Pathogenic Escherichia coli infection
P0AAH4,reviewed,sapD trkE b1291 JW1284,Escherichia coli (strain K12),330,escherichia_coli,Pathogenic Escherichia coli infection
P0AAI3,reviewed,ftsH hflB mrsC std tolZ b3178 JW3145,Escherichia coli (strain K12),644,escherichia_coli,Pathogenic Escherichia coli infection
P0AAI5,reviewed,fabF fabJ b1095 JW1081,Escherichia coli (strain K12),413,escherichia_coli,Pathogenic Escherichia coli infection
P0AAJ3,reviewed,fdnH b1475 JW1471,Escherichia coli (strain K12),294,escherichia_coli,Pathogenic Escherichia coli infection
P0AAJ5,reviewed,fdoH b3893 JW3864,Escherichia coli (strain K12),300,escherichia_coli,Pathogenic Escherichia coli infection
P0AAM1,reviewed,hyaC b0974 JW0956,Escherichia coli (strain K12),235,escherichia_coli,Pathogenic Escherichia coli infection
P0AAM3,reviewed,hypC b2728 JW2698,Escherichia coli (strain K12),90,escherichia_coli,Pathogenic Escherichia coli infection
P0AAM7,reviewed,hybG b2990 JW2958,Escherichia coli (strain K12),82,escherichia_coli,Pathogenic Escherichia coli infection
P0AAN3,reviewed,hypB b2727 JW2697,Escherichia coli (strain K12),290,escherichia_coli,Pathogenic Escherichia coli infection
P0AAP3,reviewed,frmR yaiN b0357 JW0348,Escherichia coli (strain K12),91,escherichia_coli,Pathogenic Escherichia coli infection
P0AAR3,reviewed,ybaK b0481 JW0470,Escherichia coli (strain K12),159,escherichia_coli,Pathogenic Escherichia coli infection
P0AAT4,reviewed,ybdG mscM b0577 JW0566,Escherichia coli (strain K12),415,escherichia_coli,Pathogenic Escherichia coli infection
P0AAT6,reviewed,rsfS rsfA slm3 ybeB b0637 JW5090,Escherichia coli (strain K12),105,escherichia_coli,Pathogenic Escherichia coli infection
P0AAW9,reviewed,acrZ ybhT b0762 JW5102,Escherichia coli (strain K12),49,escherichia_coli,Pathogenic Escherichia coli infection
P0AAX8,reviewed,ybiS b0819 JW0803,Escherichia coli (strain K12),306,escherichia_coli,Pathogenic Escherichia coli infection
P0AAZ4,reviewed,rarA mgsA ycaJ b0892 JW0875,Escherichia coli (strain K12),447,escherichia_coli,Pathogenic Escherichia coli infection
P0AB38,reviewed,lpoB ycfM b1105 JW5157,Escherichia coli (strain K12),213,escherichia_coli,Pathogenic Escherichia coli infection
P0AB58,reviewed,lapB yciM b1280 JW1272,Escherichia coli (strain K12),389,escherichia_coli,Pathogenic Escherichia coli infection
P0AB71,reviewed,fbaA fba fda b2925 JW2892,Escherichia coli (strain K12),359,escherichia_coli,Pathogenic Escherichia coli infection
P0AB74,reviewed,kbaY agaY kba yraC b3137 JW3106,Escherichia coli (strain K12),286,escherichia_coli,Pathogenic Escherichia coli infection
P0AB77,reviewed,kbl b3617 JW3592,Escherichia coli (strain K12),398,escherichia_coli,Pathogenic Escherichia coli infection
P0AB80,reviewed,ilvE b3770 JW5606,Escherichia coli (strain K12),309,escherichia_coli,Pathogenic Escherichia coli infection
P0AB83,reviewed,nth b1633 JW1625,Escherichia coli (strain K12),211,escherichia_coli,Pathogenic Escherichia coli infection
P0AB87,reviewed,fucA fucC prd b2800 JW2771,Escherichia coli (strain K12),215,escherichia_coli,Pathogenic Escherichia coli infection
P0AB89,reviewed,purB b1131 JW1117,Escherichia coli (strain K12),456,escherichia_coli,Pathogenic Escherichia coli infection
P0AB91,reviewed,aroG b0754 JW0737,Escherichia coli (strain K12),350,escherichia_coli,Pathogenic Escherichia coli infection
P0AB98,reviewed,atpB papD uncB b3738 JW3716,Escherichia coli (strain K12),271,escherichia_coli,Pathogenic Escherichia coli infection
P0ABA6,reviewed,atpG papC uncG b3733 JW3711,Escherichia coli (strain K12),287,escherichia_coli,Pathogenic Escherichia coli infection
P0ABB0,reviewed,atpA papA uncA b3734 JW3712,Escherichia coli (strain K12),513,escherichia_coli,Pathogenic Escherichia coli infection
P0ABB4,reviewed,atpD papB uncD b3732 JW3710,Escherichia coli (strain K12),460,escherichia_coli,Pathogenic Escherichia coli infection
P0ABB8,reviewed,mgtA corB mgt b4242 JW4201,Escherichia coli (strain K12),898,escherichia_coli,Pathogenic Escherichia coli infection
P0ABC7,reviewed,hflK hflA b4174 JW4132,Escherichia coli (strain K12),419,escherichia_coli,Pathogenic Escherichia coli infection
P0ABD3,reviewed,bfr b3336 JW3298,Escherichia coli (strain K12),158,escherichia_coli,Pathogenic Escherichia coli infection
P0ABD5,reviewed,accA b0185 JW0180,Escherichia coli (strain K12),319,escherichia_coli,Pathogenic Escherichia coli infection
P0ABD8,reviewed,accB fabE b3255 JW3223,Escherichia coli (strain K12),156,escherichia_coli,Pathogenic Escherichia coli infection
P0ABE5,reviewed,cybB b1418 JW5224,Escherichia coli (strain K12),176,escherichia_coli,Pathogenic Escherichia coli infection
P0ABF1,reviewed,pcnB b0143 JW5808,Escherichia coli (strain K12),465,escherichia_coli,Pathogenic Escherichia coli infection
P0ABF6,reviewed,cdd b2143 JW2131,Escherichia coli (strain K12),294,escherichia_coli,Pathogenic Escherichia coli infection
P0ABG4,reviewed,ftsW b0089 JW0087,Escherichia coli (strain K12),414,escherichia_coli,Pathogenic Escherichia coli infection
P0ABG7,reviewed,mrdB rodA b0634 JW0629,Escherichia coli (strain K12),370,escherichia_coli,Pathogenic Escherichia coli infection
P0ABH0,reviewed,ftsA divA b0094 JW0092,Escherichia coli (strain K12),420,escherichia_coli,Pathogenic Escherichia coli infection
P0ABH7,reviewed,gltA gluT icdB b0720 JW0710,Escherichia coli (strain K12),427,escherichia_coli,Pathogenic Escherichia coli infection
P0ABH9,reviewed,clpA lopD b0882 JW0866,Escherichia coli (strain K12),758,escherichia_coli,Pathogenic Escherichia coli infection
P0ABI4,reviewed,corA b3816 JW3789,Escherichia coli (strain K12),316,escherichia_coli,Pathogenic Escherichia coli infection
P0ABI8,reviewed,cyoB b0431 JW0421,Escherichia coli (strain K12),663,escherichia_coli,Pathogenic Escherichia coli infection
P0ABJ1,reviewed,cyoA b0432 JW0422,Escherichia coli (strain K12),315,escherichia_coli,Pathogenic Escherichia coli infection
P0ABJ3,reviewed,cyoC b0430 JW0420,Escherichia coli (strain K12),204,escherichia_coli,Pathogenic Escherichia coli infection
P0ABJ6,reviewed,cyoD b0429 JW0419,Escherichia coli (strain K12),109,escherichia_coli,Pathogenic Escherichia coli infection
P0ABJ9,reviewed,cydA cyd-1 b0733 JW0722,Escherichia coli (strain K12),522,escherichia_coli,Pathogenic Escherichia coli infection
P0ABK2,reviewed,cydB cyd-2 b0734 JW0723,Escherichia coli (strain K12),379,escherichia_coli,Pathogenic Escherichia coli infection
P0ABK5,reviewed,cysK cysZ b2414 JW2407,Escherichia coli (strain K12),323,escherichia_coli,Pathogenic Escherichia coli infection
P0ABK7,reviewed,csgB b1041 JW1024,Escherichia coli (strain K12),151,escherichia_coli,Pathogenic Escherichia coli infection
P0ABK9,reviewed,nrfA b4070 JW4031,Escherichia coli (strain K12),478,escherichia_coli,Pathogenic Escherichia coli infection
P0ABL3,reviewed,napB yejY b2203 JW5367,Escherichia coli (strain K12),149,escherichia_coli,Pathogenic Escherichia coli infection
P0ABN1,reviewed,dgkA dgk b4042 JW4002,Escherichia coli (strain K12),122,escherichia_coli,Pathogenic Escherichia coli infection
