pathway_id,ko_id,kegg_gene,uniprot_id
map02010,K10013,eco:b2310,P09551
map02010,K10014,eco:b2309,P0AEU0
map02010,K10015,eco:b2307,P0AEU3
map02010,K10016,eco:b2308,P52094
map02010,K10017,eco:b2306,P07109
map02010,K10036,eco:b0811,P0AEQ3
map02010,K10037,eco:b0810,P0AEQ6
map02010,K10038,eco:b0809,P10346
map02010,K10108,eco:b4034,P0AEX9
map02010,K10109,eco:b4033,P02916
map02010,K10110,eco:b4032,P68183
map02010,K10111,eco:b4035,P68187
map02010,K10439,eco:b3751,P02925
map02010,K10440,eco:b3750,P0AGI1
map02010,K10441,eco:b3749,P04983
map02010,K10537,eco:b1901,P02924
map02010,K10538,eco:b4460,P0AE26
map02010,K10539,eco:b1900,P0AAF3
map02010,K10540,eco:b2150,P0AEE5
map02010,K10541,eco:b2148,P23200
map02010,K10542,eco:b2149,P0AAG8
map02010,K10543,eco:b3566,P37387
map02010,K10544,eco:b3568,P0AGI4
map02010,K10545,eco:b3567,P37388
map02010,K10549,eco:b4088,P39265
map02010,K10550,eco:b4086,P32720
map02010,K10551,eco:b4087,P32721
map02010,K10555,eco:b1516,P76142
map02010,K10556,eco:b1514,P77672
map02010,K10557,eco:b1515,P0AFS1
map02010,K10558,eco:b1513,P77257
map02010,K10820,eco:b4485,Q6BEX0
map02010,K10823,eco:b1247,P77737
map02010,K10824,eco:b3480,P33594
map02010,K10829,eco:b0151,P07821
map02010,K10831,eco:b0366,Q47538
map02010,K11069,eco:b1123,P0AFK9
map02010,K11070,eco:b1124,P0AFK6
map02010,K11071,eco:b1125,P0AFK4
map02010,K11072,eco:b1126,P69874
map02010,K11073,eco:b0854,P31133
map02010,K11074,eco:b0857,P0AFL1
map02010,K11075,eco:b0856,P31135
map02010,K11076,eco:b0855,P31134
map02010,K11085,eco:b0914,P60752
map02010,K11720,eco:b4262,P0ADC6
map02010,K12368,eco:b3544,P23847
map02010,K12369,eco:b3543,P0AEF8
map02010,K12370,eco:b3542,P0AEG1
map02010,K12371,eco:b3541,P0AAG0
map02010,K12372,eco:b3540,P37313
map02010,K13889,eco:b0830,P75797
map02010,K13890,eco:b0831,P75798
map02010,K13891,eco:b0832,P75799
map02010,K13892,eco:b0829,P75796
map02010,K13893,eco:b2177,P33913
map02010,K13894,eco:b2178,P0AFU0
map02010,K13895,eco:b2179,P33915
map02010,K13896,eco:b2180,P33916
map02010,K15551,eco:b0365,Q47537
map02010,K15552,eco:b0367,Q47539
map02010,K15553,eco:b0936,P75853
map02010,K15554,eco:b0934,P75851
map02010,K15555,eco:b0933,P0AAI1
map02010,K15580,eco:b1243,P23843
map02010,K15580,eco:b1329,P77348
map02010,K15581,eco:b1244,P0AFH2
map02010,K15582,eco:b1245,P0AFH6
map02010,K15583,eco:b1246,P76027
map02010,K15584,eco:b3476,P33590
map02010,K15585,eco:b3477,P33591
map02010,K15586,eco:b3478,P0AFA9
map02010,K15587,eco:b3479,P33593
map02010,K16012,eco:b0886,P23886
map02010,K16013,eco:b0887,P29018
map02010,K18889,eco:b0448,P77265
map02010,K18890,eco:b0449,P0AAG5
map02010,K19226,eco:b1294,Q47622
map02010,K19227,eco:b1293,P0AGH3
map02010,K19228,eco:b1292,P0AGH5
map02010,K19229,eco:b1291,P0AAH4
map02010,K19230,eco:b1290,P0AAH8
map02010,K23163,eco:b3917,P0AG78
map02010,K23181,eco:b4290,P15028
map02010,K23182,eco:b4288,P15029
map02010,K23183,eco:b4289,P15030
map02010,K23184,eco:b4287,P15031
map02010,K23185,eco:b0592,P0AEL6
map02010,K23186,eco:b0590,P23876
map02010,K23187,eco:b0589,P23877
map02010,K23188,eco:b0588,P23878
map02010,K23227,eco:b0152,P07822
map02010,K23228,eco:b0153,P06972
map02010,K23508,eco:b4227,P39325
map02010,K23509,eco:b4230,P39328
map02010,K23509,eco:b4231,P37772
map02010,K23545,eco:b2548,P77269
map02010,K23546,eco:b2546,P77315
map02010,K23547,eco:b2547,P77509
map00550,K00075,eco:b3972,P08373
map00550,K00790,eco:b3189,P0A749
map00550,K00806,eco:b0174,P60472
map00550,K01000,eco:b0087,P0A6W3
map00550,K01921,eco:b0092,P07862
map00550,K01921,eco:b0381,P0A6J8
map00550,K01924,eco:b0091,P17952
map00550,K01925,eco:b0088,P14900
map00550,K01928,eco:b0085,P22188
map00550,K01929,eco:b0086,P11880
map00550,K02563,eco:b0090,P17443
map00550,K03587,eco:b0084,P0AD68
map00550,K03588,eco:b0089,P0ABG4
map00550,K03814,eco:b3208,P46022
map00550,K05365,eco:b0149,P02919
map00550,K05366,eco:b3396,P02918
map00550,K05367,eco:b2519,P76577
map00550,K05515,eco:b0635,P0AD65
map00550,K05837,eco:b0634,P0ABG7
map00550,K06153,eco:b3057,P60932
map00550,K07258,eco:b0632,P0AEB2
map00550,K07258,eco:b0839,P08506
map00550,K07258,eco:b2010,P33013
map00550,K07259,eco:b3182,P24228
map00550,K19302,eco:b0841,P75806
map00550,K21469,eco:b2430,P77619
map02030,K00575,eco:b1884,P07364
map02030,K02410,eco:b1939,P0ABZ1
map02030,K02416,eco:b1945,P06974
map02030,K02417,eco:b1946,P15070
map02030,K02556,eco:b1890,P09348
map02030,K02557,eco:b1889,P0AF06
map02030,K03408,eco:b1887,P0A964
map02030,K03412,eco:b1883,P07330
map02030,K03413,eco:b1882,P0AE67
map02030,K03414,eco:b1881,P0A9H9
map02030,K03776,eco:b3072,P50466
map02030,K05874,eco:b4355,P02942
map02030,K05875,eco:b1886,P07017
map02030,K05876,eco:b1421,P05704
map02030,K05877,eco:b1885,P07018
map02030,K10108,eco:b4034,P0AEX9
map02030,K10439,eco:b3751,P02925
map02030,K10540,eco:b2150,P0AEE5
map02030,K12368,eco:b3544,P23847
map01503,K00677,eco:b0181,P0A722
map01503,K01448,eco:b2435,P36548
map01503,K01448,eco:b2817,P63883
map01503,K01448,eco:b4169,P26365
map01503,K03585,eco:b0463,P0AE06
map01503,K03673,eco:b3860,P0AEG4
map01503,K03760,eco:b4114,P30845
map01503,K03767,eco:b3363,P0AFL3
map01503,K04771,eco:b0161,P0C0V0
map01503,K06079,eco:b0192,P40710
map01503,K07264,eco:b2257,P76473
map01503,K07637,eco:b1129,P23837
map01503,K07640,eco:b3911,P0AE82
map01503,K07643,eco:b4112,P30844
map01503,K07660,eco:b1130,P23836
map01503,K07662,eco:b3912,P0AE88
map01503,K07771,eco:b4113,P30843
map01503,K07806,eco:b2253,P77690
map01503,K10011,eco:b2255,P77398
map01503,K10012,eco:b2254,P77757
map01503,K12340,eco:b3035,P02930
map01503,K12962,eco:b4544,Q47377
map01503,K12963,eco:b2258,P76474
map01503,K12973,eco:b0622,P37001
map01503,K12975,eco:b3546,P37661
map01503,K13014,eco:b2256,P76472
map01503,K13632,eco:b1531,P0ACH5
map01503,K18138,eco:b0462,P31224
map01503,K19226,eco:b1294,Q47622
map01503,K19227,eco:b1293,P0AGH3
map01503,K19228,eco:b1292,P0AGH5
map01503,K19229,eco:b1291,P0AAH4
map01503,K19230,eco:b1290,P0AAH8
map01503,K19236,eco:b1113,P75954
map01503,K19238,eco:b2259,P37590
map03070,K02452,eco:b3324,P45757
map03070,K02453,eco:b3325,P45758
map03070,K02454,eco:b3326,P45759
map03070,K02455,eco:b3327,P41441
map03070,K02456,eco:b3328,P41442
map03070,K02457,eco:b3329,P41443
map03070,K02458,eco:b3330,P45760
map03070,K02459,eco:b3331,P45761
map03070,K02460,eco:b3332,P45762
map03070,K02461,eco:b3333,P45763
map03070,K02462,eco:b2968,Q46832
map03070,K02462,eco:b3334,P36678
map03070,K02464,eco:b3335,P25960
map03070,K03070,eco:b0098,P10408
map03070,K03071,eco:b3609,P0AG86
map03070,K03072,eco:b0408,P0AG90
map03070,K03073,eco:b3981,P0AG96
map03070,K03074,eco:b0409,P0AG93
map03070,K03075,eco:b3175,P0AG99
map03070,K03076,eco:b3300,P0AGA2
map03070,K03106,eco:b2610,P0AGD7
map03070,K03110,eco:b3464,P10121
map03070,K03116,eco:b3836,P69428
map03070,K03117,eco:b3838,P69425
map03070,K03118,eco:b3839,P69423
map03070,K03210,eco:b0407,P0ADZ7
map03070,K03217,eco:b3705,P25714
map03070,K03425,eco:b0627,P0A843
map03070,K12340,eco:b3035,P02930
map03070,K13301,eco:b0097,P62395
map03430,K01141,eco:b2011,P04995
map03430,K01972,eco:b2411,P15042
map03430,K01972,eco:b3647,P25772
map03430,K02337,eco:b0184,P10443
map03430,K02338,eco:b3701,P0A988
map03430,K02339,eco:b4259,P28905
map03430,K02340,eco:b0640,P28630
map03430,K02341,eco:b1099,P28631
map03430,K02342,eco:b0215,P03007
map03430,K02343,eco:b0470,P06710
map03430,K02344,eco:b4372,P28632
map03430,K02345,eco:b1842,P0ABS8
map03430,K03111,eco:b4059,P0AGE0
map03430,K03555,eco:b2733,P23909
map03430,K03572,eco:b4170,P23367
map03430,K03573,eco:b2831,P06722
map03430,K03601,eco:b2509,P04994
map03430,K03602,eco:b0422,P0A8G9
map03430,K03657,eco:b3813,P03018
map03430,K06223,eco:b3387,P0AEE8
map03430,K07462,eco:b2892,P21893
map03430,K10857,eco:b1844,P0AEK0
map00860,K00228,eco:b2436,P36553
map00860,K00230,eco:b3850,P0ACB4
map00860,K00768,eco:b1991,P36562
map00860,K01195,eco:b1617,P05804
map00860,K01599,eco:b3997,P29680
map00860,K01698,eco:b0369,P0ACB2
map00860,K01719,eco:b3804,P09126
map00860,K01749,eco:b3805,P06983
map00860,K01772,eco:b0475,P23871
map00860,K01845,eco:b0154,P23893
map00860,K01885,eco:b2400,P04805
map00860,K02226,eco:b0638,P52086
map00860,K02231,eco:b1993,P0AE76
map00860,K02233,eco:b1992,P36561
map00860,K02257,eco:b0428,P0AEA5
map00860,K02302,eco:b3368,P0AEA8
map00860,K02492,eco:b1210,P0A6X1
map00860,K02495,eco:b3867,P32131
map00860,K02496,eco:b3803,P09127
map00860,K03594,eco:b3336,P0ABD3
map00860,K04032,eco:b2459,P65643
map00860,K19221,eco:b1270,P0A9H5
map03018,K00850,eco:b3916,P0A796
map03018,K00937,eco:b2501,P0A7B1
map03018,K00962,eco:b3164,P05055
map03018,K00970,eco:b0143,P0ABF1
map03018,K01689,eco:b2779,P0A6P9
map03018,K03628,eco:b3783,P0AG30
map03018,K03654,eco:b3822,P15043
map03018,K03666,eco:b4172,P0A6X3
map03018,K03732,eco:b3780,P0A8J8
map03018,K04043,eco:b0014,P0A6Y8
map03018,K04077,eco:b4143,P0A6F5
map03018,K05592,eco:b3162,P0A9P6
map03018,K08300,eco:b1084,P21513
map03018,K08311,eco:b2830,P0A776
map03018,K11927,eco:b0797,P25888
map03018,K12573,eco:b4179,P21499
map00040,K00008,eco:b1774,P77280
map00040,K00012,eco:b2028,P76373
map00040,K00040,eco:b1542,P77260
map00040,K00040,eco:b4323,P39160
map00040,K00041,eco:b1521,P0A6L7
map00040,K00065,eco:b2842,P37769
map00040,K00848,eco:b3904,P32171
map00040,K00853,eco:b0063,P08204
map00040,K00854,eco:b3564,P09099
map00040,K00879,eco:b2803,P11553
map00040,K00880,eco:b3580,P37677
map00040,K00963,eco:b1236,P0AEP3
map00040,K00963,eco:b2042,P0AAB6
map00040,K01051,eco:b0772,P46130
map00040,K01195,eco:b1617,P05804
map00040,K01628,eco:b2800,P0AB87
map00040,K01629,eco:b3902,P32169
map00040,K01685,eco:b3091,P42604
map00040,K01686,eco:b4322,P24215
map00040,K01783,eco:b3386,P0AG07
map00040,K01804,eco:b0062,P08202
map00040,K01805,eco:b3565,P00944
map00040,K01812,eco:b3092,P0A8G3
map00040,K01815,eco:b2843,Q46938
map00040,K01818,eco:b2802,P69922
map00040,K03077,eco:b0061,P08203
map00040,K03077,eco:b3583,P37680
map00040,K03077,eco:b4198,P39306
map00040,K03078,eco:b3581,P37678
map00040,K03078,eco:b4196,P39304
map00040,K03079,eco:b3582,P37679
map00040,K03079,eco:b4197,P39305
map00040,K08092,eco:b3575,P37672
map00040,K08322,eco:b1580,P38105
map00040,K08323,eco:b1581,P38104
map00040,K22396,eco:b0269,P77596
map00040,K22396,eco:b4297,P39358
map00040,K22397,eco:b0268,P75682
map00040,K22397,eco:b4298,P39359
map00053,K00012,eco:b2028,P76373
map00053,K00880,eco:b3580,P37677
map00053,K01195,eco:b1617,P05804
map00053,K01630,eco:b3126,P23522
map00053,K01706,eco:b2787,P0AES2
map00053,K01708,eco:b3128,P39829
map00053,K02821,eco:b4195,P69820
map00053,K02822,eco:b4194,P69822
map00053,K03077,eco:b0061,P08203
map00053,K03077,eco:b3583,P37680
map00053,K03077,eco:b4198,P39306
map00053,K03078,eco:b3581,P37678
map00053,K03078,eco:b4196,P39304
map00053,K03079,eco:b3582,P37679
map00053,K03079,eco:b4197,P39305
map00053,K03475,eco:b4193,P39301
map00053,K03476,eco:b4192,P39300
map00053,K08092,eco:b3575,P37672
map00053,K23007,eco:b4358,P39400
map00780,K00059,eco:b1093,P0AEK2
map00780,K00208,eco:b1288,P0AEK4
map00780,K00647,eco:b2323,P0A953
map00780,K00652,eco:b0776,P12998
map00780,K00833,eco:b0774,P12995
map00780,K01012,eco:b0775,P12996
map00780,K01935,eco:b0778,P13000
map00780,K01935,eco:b1593,P0A6E9
map00780,K02169,eco:b0777,P12999
map00780,K02170,eco:b3412,P13001
map00780,K02372,eco:b0180,P0A6Q6
map00780,K03524,eco:b3973,P06709
map00780,K08351,eco:b3551,P20099
map00780,K09458,eco:b1095,P0AAI5
map00010,K00121,eco:b0356,P25437
map00010,K00134,eco:b1779,P0A9B2
map00010,K00138,eco:b3588,P37685
map00010,K00163,eco:b0114,P0AFG8
map00010,K00382,eco:b0116,P0A9P0
map00010,K00627,eco:b0115,P06959
map00010,K00845,eco:b2388,P0A6V8
map00010,K00850,eco:b3916,P0A796
map00010,K00873,eco:b1676,P0AD61
map00010,K00873,eco:b1854,P21599
map00010,K00927,eco:b2926,P0A799
map00010,K01007,eco:b1702,P23538
map00010,K01085,eco:b1002,P19926
map00010,K01222,eco:b1734,P17411
map00010,K01223,eco:b2716,P24240
map00010,K01223,eco:b2901,Q46829
map00010,K01223,eco:b3721,P11988
map00010,K01610,eco:b3403,P22259
map00010,K01624,eco:b2925,P0AB71
map00010,K01689,eco:b2779,P0A6P9
map00010,K01785,eco:b0756,P0A9C3
map00010,K01792,eco:b1780,P39173
map00010,K01803,eco:b3919,P0A858
map00010,K01810,eco:b4025,P0A6T1
map00010,K01834,eco:b0755,P62707
map00010,K01835,eco:b0688,P36938
map00010,K01895,eco:b4069,P27550
map00010,K02446,eco:b2930,P21437
map00010,K02446,eco:b3925,P0A9C9
map00010,K02753,eco:b2715,P24241
map00010,K02777,eco:b2417,P69783
map00010,K02779,eco:b1101,P69786
map00010,K02791,eco:b1621,P19642
map00010,K03737,eco:b1378,P52647
map00010,K03841,eco:b4232,P0A993
map00010,K04022,eco:b2453,P76553
map00010,K04072,eco:b1241,P0A9Q7
map00010,K11645,eco:b2097,P0A991
map00010,K12957,eco:b4269,P27250
map00010,K13953,eco:b1478,P39451
map00010,K13954,eco:b3589,P37686
map00010,K13979,eco:b0325,P75691
map00010,K15633,eco:b3612,P37689
map00010,K15634,eco:b4395,P0A7A2
map00010,K16370,eco:b1723,P06999
map00010,K20866,eco:b3885,P0A8Y3
map00785,K00163,eco:b0114,P0AFG8
map00785,K00164,eco:b0726,P0AFG3
map00785,K00281,eco:b2903,P33195
map00785,K00382,eco:b0116,P0A9P0
map00785,K00605,eco:b2905,P27248
map00785,K00627,eco:b0115,P06959
map00785,K00658,eco:b0727,P0AFG6
map00785,K02437,eco:b2904,P0A6T9
map00785,K03644,eco:b0628,P60716
map00785,K03800,eco:b4386,P32099
map00785,K03801,eco:b0630,P60720
map00340,K00013,eco:b2020,P06988
map00340,K00765,eco:b2019,P60757
map00340,K00817,eco:b2021,P06986
map00340,K01089,eco:b2022,P06987
map00340,K01814,eco:b2024,P10371
map00340,K02500,eco:b2025,P60664
map00340,K02501,eco:b2023,P60595
map00340,K11755,eco:b2026,P06989
map00760,K00135,eco:b2661,P25526
map00760,K00278,eco:b2574,P10902
map00760,K00322,eco:b3962,P27306
map00760,K00324,eco:b1603,P07001
map00760,K00325,eco:b1602,P0AB67
map00760,K00763,eco:b0931,P18133
map00760,K00767,eco:b0109,P30011
map00760,K00858,eco:b2615,P0A7B3
map00760,K00969,eco:b0639,P0A752
map00760,K01916,eco:b1740,P18843
map00760,K02566,eco:b0675,P0AF24
map00760,K03426,eco:b3996,P32664
map00760,K03517,eco:b0750,P11458
map00760,K03743,eco:b2700,P0A6G3
map00760,K03783,eco:b2407,P45563
map00760,K03784,eco:b4384,P0ABP8
map00760,K03787,eco:b2744,P0A840
map00760,K04765,eco:b2781,P0AEY3
map00760,K06211,eco:b4390,P27278
map00760,K08281,eco:b1768,P21369
map00760,K08324,eco:b1525,P76149
map00760,K11751,eco:b0480,P07024
map00760,K12410,eco:b1120,P75960
map00332,K00147,eco:b0243,P07004
map00332,K00931,eco:b0242,P0A7B5
map00562,K01092,eco:b2533,P0ADG4
map00562,K01093,eco:b0980,P07102
map00562,K01803,eco:b3919,P0A858
map00740,K00299,eco:b0937,P80644
map00740,K00793,eco:b1662,P0AFU8
map00740,K00794,eco:b0415,P61714
map00740,K00878,eco:b2104,P76423
map00740,K01093,eco:b0980,P07102
map00740,K01497,eco:b1277,P0A7I7
map00740,K01515,eco:b3034,Q93K97
map00740,K02858,eco:b3041,P0A7J0
map00740,K03186,eco:b2311,P0AG03
map00740,K03788,eco:b4055,P0AE22
map00740,K05368,eco:b3844,P0AEN1
map00740,K11752,eco:b0414,P25539
map00740,K11753,eco:b0025,P0AG40
map00740,K12152,eco:b1134,P0AEI6
map00740,K20861,eco:b0844,P75809
map00740,K20862,eco:b3812,P0ADP0
map01502,K01000,eco:b0087,P0A6W3
map01502,K01775,eco:b1190,P29012
map01502,K01775,eco:b4053,P0A6B4
map01502,K01921,eco:b0092,P07862
map01502,K01921,eco:b0381,P0A6J8
map01502,K01929,eco:b0086,P11880
map01502,K02563,eco:b0090,P17443
map01502,K08641,eco:b1488,P77790
map00670,K00108,eco:b0311,P17444
map00670,K00130,eco:b0312,P17445
map00670,K00281,eco:b2903,P33195
map00670,K00287,eco:b0048,P0ABQ4
map00670,K00297,eco:b3941,P0AEZ1
map00670,K00382,eco:b0116,P0A9P0
map00670,K00547,eco:b0261,Q47690
map00670,K00548,eco:b4019,P13009
map00670,K00560,eco:b2827,P0A884
map00670,K00600,eco:b2551,P0A825
map00670,K00602,eco:b4006,P15639
map00670,K00605,eco:b2905,P27248
map00670,K00789,eco:b2942,P0A817
map00670,K01433,eco:b1232,P37051
map00670,K01491,eco:b0529,P24186
map00670,K01934,eco:b2912,P0AC28
map00670,K02437,eco:b2904,P0A6T9
map00670,K11175,eco:b2500,P08179
map00670,K13938,eco:b1606,P0AFS3
map01310,K00362,eco:b3365,P08201
map01310,K00363,eco:b3366,P0A9I8
map01310,K00370,eco:b1224,P09152
map01310,K00370,eco:b1468,P19319
map01310,K00371,eco:b1225,P11349
map01310,K00371,eco:b1467,P19318
map01310,K00374,eco:b1227,P11350
map01310,K00374,eco:b1465,P0AF32
map01310,K02567,eco:b2206,P33937
map01310,K02568,eco:b2203,P0ABL3
map01310,K03385,eco:b4070,P0ABK9
map00640,K00005,eco:b3945,P0A9S5
map00640,K00048,eco:b2799,P0A9S1
map00640,K00382,eco:b0116,P0A9P0
map00640,K00656,eco:b0903,P09373
map00640,K00656,eco:b3114,P42632
map00640,K00823,eco:b1302,P50457
map00640,K00925,eco:b2296,P0A6A3
map00640,K00932,eco:b3115,P11868
map00640,K01637,eco:b4015,P0A9G6
map00640,K01659,eco:b0333,P31660
map00640,K01682,eco:b0118,P36683
map00640,K01692,eco:b1393,P76082
map00640,K01720,eco:b0334,P77243
map00640,K01734,eco:b0963,P0A731
map00640,K01782,eco:b2341,P77399
map00640,K01825,eco:b3846,P21177
map00640,K01847,eco:b2917,P27253
map00640,K01895,eco:b4069,P27550
map00640,K01902,eco:b0729,P0AGE9
map00640,K01903,eco:b0728,P0A836
map00640,K01908,eco:b0335,P77495
map00640,K01961,eco:b3256,P24182
map00640,K01962,eco:b0185,P0ABD5
map00640,K01963,eco:b2316,P0A9Q5
map00640,K02160,eco:b3255,P0ABD8
map00640,K03417,eco:b0331,P77541
map00640,K07250,eco:b2662,P22256
map00640,K08325,eco:b3011,Q46856
map00640,K11264,eco:b2919,P52045
map00640,K13788,eco:b2297,P0A9M8
map00640,K18471,eco:b1771,P77256
map00640,K19745,eco:b3253,P26646
map00640,K22214,eco:b2920,P52043
map00640,K27802,eco:b1276,P25516
map00564,K00057,eco:b3608,P0A6S7
map00564,K00111,eco:b2241,P0A9C0
map00564,K00111,eco:b3426,P13035
map00564,K00112,eco:b2242,P13033
map00564,K00113,eco:b2243,P0A996
map00564,K00631,eco:b4041,P0A7A7
map00564,K00655,eco:b3018,P26647
map00564,K00901,eco:b4042,P0ABN1
map00564,K00981,eco:b0175,P0ABG1
map00564,K00981,eco:b1409,P76091
map00564,K00995,eco:b1912,P0ABF8
map00564,K00998,eco:b2585,P23830
map00564,K01048,eco:b3825,P07000
map00564,K01058,eco:b3821,P0A921
map00564,K01095,eco:b0418,P18200
map00564,K01096,eco:b1278,P0A924
map00564,K01126,eco:b2239,P09394
map00564,K01126,eco:b3449,P10908
map00564,K01521,eco:b3918,P06282
map00564,K01613,eco:b4160,P0A8K1
map00564,K03735,eco:b2441,P0AEJ6
map00564,K03736,eco:b2440,P19636
map00564,K04019,eco:b2451,P76551
map00564,K05939,eco:b2836,P31119
map00564,K06131,eco:b0789,P0AA84
map00564,K06131,eco:b1249,P0A6H8
map00564,K06132,eco:b1046,P75919
map00564,K08591,eco:b3059,P60782
map00564,K18697,eco:b2560,P0AD42
map00430,K00681,eco:b3447,P18956
map00430,K00925,eco:b2296,P0A6A3
map00430,K01580,eco:b1493,P69910
map00430,K01580,eco:b3517,P69908
map00430,K03119,eco:b0368,P37610
map00430,K13788,eco:b2297,P0A9M8
map00561,K00005,eco:b3945,P0A9S5
map00561,K00631,eco:b4041,P0A7A7
map00561,K00655,eco:b3018,P26647
map00561,K00864,eco:b3926,P0A6F3
map00561,K00865,eco:b0514,P77364
map00561,K00865,eco:b3124,P23524
map00561,K00901,eco:b4042,P0ABN1
map00561,K03621,eco:b1090,P27247
map00561,K05878,eco:b1200,P76015
map00561,K05879,eco:b1199,P76014
map00561,K05881,eco:b1198,P37349
map00561,K07406,eco:b4119,P06720
map00561,K08591,eco:b3059,P60782
map00561,K13979,eco:b0325,P75691
map00541,K00012,eco:b2028,P76373
map00541,K00067,eco:b2040,P37760
map00541,K00885,eco:b3222,P45425
map00541,K00963,eco:b1236,P0AEP3
map00541,K00963,eco:b2042,P0AAB6
map00541,K00971,eco:b2049,P24174
map00541,K00973,eco:b2039,P37744
map00541,K00973,eco:b3789,P61887
map00541,K00979,eco:b0918,P04951
map00541,K01627,eco:b1215,P0A715
map00541,K01639,eco:b3225,P0A6L4
map00541,K01710,eco:b2041,P37759
map00541,K01710,eco:b3788,P27830
map00541,K01711,eco:b2053,P0AC88
map00541,K01790,eco:b2038,P37745
map00541,K01791,eco:b3786,P27828
map00541,K02377,eco:b2052,P32055
map00541,K02472,eco:b3787,P27829
map00541,K02805,eco:b3791,P27833
map00541,K03270,eco:b3198,P0ABZ4
map00541,K03271,eco:b0222,P63224
map00541,K03272,eco:b3052,P76658
map00541,K03273,eco:b0200,P63228
map00541,K03274,eco:b3619,P67910
map00541,K04042,eco:b3730,P0ACC7
map00541,K06041,eco:b3197,P45395
map00541,K07806,eco:b2253,P77690
map00541,K10011,eco:b2255,P77398
map00541,K10012,eco:b2254,P77757
map00541,K13014,eco:b2256,P76472
map00541,K16704,eco:b3790,P27832
map00061,K00059,eco:b1093,P0AEK2
map00061,K00208,eco:b1288,P0AEK4
map00061,K00645,eco:b1092,P0AAI9
map00061,K00647,eco:b2323,P0A953
map00061,K00648,eco:b1091,P0A6R0
map00061,K01716,eco:b0954,P0A6Q3
map00061,K01897,eco:b1805,P69451
map00061,K01961,eco:b3256,P24182
map00061,K01962,eco:b0185,P0ABD5
map00061,K01963,eco:b2316,P0A9Q5
map00061,K02160,eco:b3255,P0ABD8
map00061,K02372,eco:b0180,P0A6Q6
map00061,K09458,eco:b1095,P0AAI5
map01212,K00059,eco:b1093,P0AEK2
map01212,K00208,eco:b1288,P0AEK4
map01212,K00626,eco:b2224,P76461
map01212,K00626,eco:b2844,Q46939
map01212,K00632,eco:b2342,P76503
map01212,K00632,eco:b3845,P21151
map01212,K00645,eco:b1092,P0AAI9
map01212,K00647,eco:b2323,P0A953
map01212,K00648,eco:b1091,P0A6R0
map01212,K01692,eco:b1393,P76082
map01212,K01716,eco:b0954,P0A6Q3
map01212,K01782,eco:b2341,P77399
map01212,K01825,eco:b3846,P21177
map01212,K01897,eco:b1805,P69451
map01212,K01961,eco:b3256,P24182
map01212,K01962,eco:b0185,P0ABD5
map01212,K01963,eco:b2316,P0A9Q5
map01212,K02160,eco:b3255,P0ABD8
map01212,K02372,eco:b0180,P0A6Q6
map01212,K06445,eco:b0221,Q47146
map01212,K09458,eco:b1095,P0AAI5
map02024,K01497,eco:b1277,P0A7I7
map02024,K01580,eco:b1493,P69910
map02024,K01580,eco:b3517,P69908
map02024,K01626,eco:b0754,P0AB91
map02024,K01626,eco:b1704,P00887
map02024,K01626,eco:b2601,P00888
map02024,K01657,eco:b1264,P00895
map02024,K01897,eco:b1805,P69451
map02024,K01995,eco:b3455,P0A9S7
map02024,K01996,eco:b3454,P22731
map02024,K01997,eco:b3457,P0AEX7
map02024,K01998,eco:b3456,P22729
map02024,K01999,eco:b3458,P04816
map02024,K01999,eco:b3460,P0AD96
map02024,K02031,eco:b1484,P77268
map02024,K02032,eco:b1483,P77622
map02024,K02033,eco:b1486,P77308
map02024,K02034,eco:b1485,P77463
map02024,K02035,eco:b1487,P76128
map02024,K02035,eco:b3020,Q46863
map02024,K02052,eco:b1441,P77795
map02024,K02053,eco:b1443,P0AFR9
map02024,K02054,eco:b1442,P77156
map02024,K02055,eco:b1440,P76108
map02024,K02402,eco:b1891,P0ABY7
map02024,K02403,eco:b1892,P0A8S9
map02024,K03070,eco:b0098,P10408
map02024,K03071,eco:b3609,P0AG86
map02024,K03073,eco:b3981,P0AG96
map02024,K03075,eco:b3175,P0AG99
map02024,K03076,eco:b3300,P0AGA2
map02024,K03106,eco:b2610,P0AGD7
map02024,K03110,eco:b3464,P10121
map02024,K03210,eco:b0407,P0ADZ7
map02024,K03217,eco:b3705,P25714
map02024,K03666,eco:b4172,P0A6X3
map02024,K07173,eco:b2687,P45578
map02024,K07645,eco:b3026,P40719
map02024,K07666,eco:b3025,P52076
map02024,K07667,eco:b0694,P21866
map02024,K07711,eco:b2556,P52101
map02024,K07715,eco:b2554,P0AFU4
map02024,K07781,eco:b1951,P0DMC9
map02024,K07782,eco:b1916,P07026
map02024,K08321,eco:b1517,P76143
map02024,K09823,eco:b4046,P0AC51
map02024,K09936,eco:b1447,P76111
map02024,K10555,eco:b1516,P76142
map02024,K10556,eco:b1514,P77672
map02024,K10557,eco:b1515,P0AFS1
map02024,K10558,eco:b1513,P77257
map02024,K10823,eco:b1247,P77737
map02024,K10914,eco:b3357,P0ACJ8
map02024,K11216,eco:b1511,P77432
map02024,K11530,eco:b1518,P64461
map02024,K11531,eco:b1512,P76141
map02024,K11752,eco:b0414,P25539
map02024,K14051,eco:b1285,P77334
map02024,K15580,eco:b1243,P23843
map02024,K15580,eco:b1329,P77348
map02024,K15581,eco:b1244,P0AFH2
map02024,K15582,eco:b1245,P0AFH6
map02024,K15583,eco:b1246,P76027
