Name,GeneName,UniProtID,Species,DrugIDs
MuscarinicacetylcholinereceptorM4,CHRM4,P08173,Humans,DB13262
MuscarinicacetylcholinereceptorM4,CHRM4,P08173,Humans,DB15357
"CarnitineO-palmitoyltransferase1,liverisoform",CPT1A,P50416,Humans,DB01074
"5-aminolevulinatesynthase,non-specific,mitochondrial",ALAS1,P13196,Humans,DB03404
"5-aminolevulinatesynthase,non-specific,mitochondrial",ALAS1,P13196,Humans,DB15066
"CreatinekinaseS-type,mitochondrial",CKMT2,P17540,Humans,DB00148
Neuronalacetylcholinereceptorsubunitalpha-10,CHRNA10,Q9GZZ6,Humans,DB01090
Neuronalacetylcholinereceptorsubunitalpha-10,CHRNA10,Q9GZZ6,Humans,DB01116
RetinoicacidreceptorRXR-alpha,RXRA,P19793,Humans,DB00210
RetinoicacidreceptorRXR-alpha,RXRA,P19793,Humans,DB00307
RetinoicacidreceptorRXR-alpha,RXRA,P19793,Humans,DB00459
RetinoicacidreceptorRXR-alpha,RXRA,P19793,Humans,DB00523
RetinoicacidreceptorRXR-alpha,RXRA,P19793,Humans,DB03756
Glycinereceptorsubunitalpha-3,GLRA3,O75311,Humans,DB01956
Intermediateconductancecalcium-activatedpotassiumchannelprotein4,KCNN4,O15554,Humans,DB00257
Interleukin-11receptorsubunitalpha,IL11RA,Q14626,Humans,DB00038
"Glutamatereceptorionotropic,NMDA2B",GRIN2B,Q13224,Humans,DB00128
"Glutamatereceptorionotropic,NMDA2B",GRIN2B,Q13224,Humans,DB00949
"Glutamatereceptorionotropic,NMDA2B",GRIN2B,Q13224,Humans,DB01956
"Glutamatereceptorionotropic,NMDA2B",GRIN2B,Q13224,Humans,DB11823
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB00436
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB00524
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB00562
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB00808
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB00880
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB00999
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB01021
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB01324
Solutecarrierfamily12member3,SLC12A3,P55017,Humans,DB01325
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00295
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00318
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00327
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00333
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00497
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00611
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00647
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00704
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00813
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00844
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB00956
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB01183
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB06230
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB09099
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB09272
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB11130
Delta-typeopioidreceptor,OPRD1,P41143,Humans,DB11691
AnnexinA1,ANXA1,P04083,Humans,DB00591
AnnexinA1,ANXA1,P04083,Humans,DB00741
AnnexinA1,ANXA1,P04083,Humans,DB06781
AnnexinA1,ANXA1,P04083,Humans,DB14539
AnnexinA1,ANXA1,P04083,Humans,DB14540
AnnexinA1,ANXA1,P04083,Humans,DB14541
AnnexinA1,ANXA1,P04083,Humans,DB14542
AnnexinA1,ANXA1,P04083,Humans,DB14543
AnnexinA1,ANXA1,P04083,Humans,DB14544
L-lactatedehydrogenaseAchain,LDHA,P00338,Humans,DB09118
L-lactatedehydrogenaseAchain,LDHA,P00338,Humans,DB17635
Acetylcholinesterase,ACHE,P22303,Humans,DB00382
Acetylcholinesterase,ACHE,P22303,Humans,DB00483
Acetylcholinesterase,ACHE,P22303,Humans,DB00545
Acetylcholinesterase,ACHE,P22303,Humans,DB00674
Acetylcholinesterase,ACHE,P22303,Humans,DB00677
Acetylcholinesterase,ACHE,P22303,Humans,DB00733
Acetylcholinesterase,ACHE,P22303,Humans,DB00772
Acetylcholinesterase,ACHE,P22303,Humans,DB00805
Acetylcholinesterase,ACHE,P22303,Humans,DB00843
Acetylcholinesterase,ACHE,P22303,Humans,DB00944
Acetylcholinesterase,ACHE,P22303,Humans,DB00981
Acetylcholinesterase,ACHE,P22303,Humans,DB00989
Acetylcholinesterase,ACHE,P22303,Humans,DB01010
Acetylcholinesterase,ACHE,P22303,Humans,DB01057
Acetylcholinesterase,ACHE,P22303,Humans,DB01122
Acetylcholinesterase,ACHE,P22303,Humans,DB01400
Acetylcholinesterase,ACHE,P22303,Humans,DB04864
Acetylcholinesterase,ACHE,P22303,Humans,DB19353
RAC-alphaserine/threonine-proteinkinase,AKT1,P31749,Humans,DB12218
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00270
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00308
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00343
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00381
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00393
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00401
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00568
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00622
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00661
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB00898
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB01023
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB01054
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB01115
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB04855
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB04920
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB06712
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB09237
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB09238
Voltage-dependentL-typecalciumchannelsubunitalpha-1C,CACNA1C,Q13936,Humans,DB12278
Calcitoninreceptor,CALCR,P30988,Humans,DB00017
Calcitoninreceptor,CALCR,P30988,Humans,DB01278
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB00228
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB00753
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB00898
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB01028
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB01189
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB01236
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB01956
Glycinereceptorsubunitalpha-1,GLRA1,P23415,Humans,DB03929
Serine/threonine-proteinkinaseA-Raf,ARAF,P10398,Humans,DB15266
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB00235
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB00261
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB00277
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB01166
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB01223
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB01303
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB01427
"cGMP-inhibited3',5'-cyclicphosphodiesterase3A",PDE3A,Q14432,Humans,DB04880
Integrinalpha-IIb,ITGA2B,P08514,Humans,DB00054
Integrinalpha-IIb,ITGA2B,P08514,Humans,DB00063
Integrinalpha-IIb,ITGA2B,P08514,Humans,DB00775
Integrinalpha-IIb,ITGA2B,P08514,Humans,DB09526
HistamineH1receptor,HRH1,P35367,Humans,DB00283
HistamineH1receptor,HRH1,P35367,Humans,DB00341
HistamineH1receptor,HRH1,P35367,Humans,DB00342
HistamineH1receptor,HRH1,P35367,Humans,DB00354
HistamineH1receptor,HRH1,P35367,Humans,DB00366
HistamineH1receptor,HRH1,P35367,Humans,DB00392
HistamineH1receptor,HRH1,P35367,Humans,DB00405
HistamineH1receptor,HRH1,P35367,Humans,DB00427
HistamineH1receptor,HRH1,P35367,Humans,DB00434
HistamineH1receptor,HRH1,P35367,Humans,DB00455
HistamineH1receptor,HRH1,P35367,Humans,DB00477
HistamineH1receptor,HRH1,P35367,Humans,DB00557
HistamineH1receptor,HRH1,P35367,Humans,DB00568
HistamineH1receptor,HRH1,P35367,Humans,DB00637
HistamineH1receptor,HRH1,P35367,Humans,DB00719
HistamineH1receptor,HRH1,P35367,Humans,DB00737
HistamineH1receptor,HRH1,P35367,Humans,DB00748
HistamineH1receptor,HRH1,P35367,Humans,DB00751
HistamineH1receptor,HRH1,P35367,Humans,DB00768
HistamineH1receptor,HRH1,P35367,Humans,DB00777
HistamineH1receptor,HRH1,P35367,Humans,DB00792
HistamineH1receptor,HRH1,P35367,Humans,DB00835
HistamineH1receptor,HRH1,P35367,Humans,DB00885
HistamineH1receptor,HRH1,P35367,Humans,DB00902
HistamineH1receptor,HRH1,P35367,Humans,DB00912
HistamineH1receptor,HRH1,P35367,Humans,DB00920
HistamineH1receptor,HRH1,P35367,Humans,DB00950
HistamineH1receptor,HRH1,P35367,Humans,DB00967
HistamineH1receptor,HRH1,P35367,Humans,DB00972
HistamineH1receptor,HRH1,P35367,Humans,DB00985
HistamineH1receptor,HRH1,P35367,Humans,DB01069
HistamineH1receptor,HRH1,P35367,Humans,DB01075
HistamineH1receptor,HRH1,P35367,Humans,DB01084
HistamineH1receptor,HRH1,P35367,Humans,DB01106
HistamineH1receptor,HRH1,P35367,Humans,DB01114
HistamineH1receptor,HRH1,P35367,Humans,DB01142
HistamineH1receptor,HRH1,P35367,Humans,DB01146
HistamineH1receptor,HRH1,P35367,Humans,DB01173
HistamineH1receptor,HRH1,P35367,Humans,DB01176
HistamineH1receptor,HRH1,P35367,Humans,DB01237
HistamineH1receptor,HRH1,P35367,Humans,DB01239
HistamineH1receptor,HRH1,P35367,Humans,DB01246
HistamineH1receptor,HRH1,P35367,Humans,DB01619
HistamineH1receptor,HRH1,P35367,Humans,DB01620
HistamineH1receptor,HRH1,P35367,Humans,DB04837
HistamineH1receptor,HRH1,P35367,Humans,DB04890
HistamineH1receptor,HRH1,P35367,Humans,DB05381
HistamineH1receptor,HRH1,P35367,Humans,DB06282
HistamineH1receptor,HRH1,P35367,Humans,DB06691
HistamineH1receptor,HRH1,P35367,Humans,DB06698
HistamineH1receptor,HRH1,P35367,Humans,DB06766
HistamineH1receptor,HRH1,P35367,Humans,DB08799
HistamineH1receptor,HRH1,P35367,Humans,DB08801
HistamineH1receptor,HRH1,P35367,Humans,DB08936
HistamineH1receptor,HRH1,P35367,Humans,DB09016
HistamineH1receptor,HRH1,P35367,Humans,DB09167
HistamineH1receptor,HRH1,P35367,Humans,DB09195
HistamineH1receptor,HRH1,P35367,Humans,DB09488
HistamineH1receptor,HRH1,P35367,Humans,DB09555
HistamineH1receptor,HRH1,P35367,Humans,DB11235
HistamineH1receptor,HRH1,P35367,Humans,DB11591
HistamineH1receptor,HRH1,P35367,Humans,DB11614
HistamineH1receptor,HRH1,P35367,Humans,DB12523
HistamineH1receptor,HRH1,P35367,Humans,DB12877
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00246
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00247
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00321
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00334
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00363
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00370
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00408
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00434
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00477
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00540
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00589
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00604
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00656
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00679
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00696
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00734
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00805
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00875
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00924
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB00933
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01149
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01151
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01224
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01238
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01239
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01242
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01267
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB01621
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB04908
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB04946
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB05316
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB06077
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB06144
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB06216
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB06288
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB08815
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB09016
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB09167
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB09195
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB09225
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB13520
5-hydroxytryptaminereceptor2A,HTR2A,P28223,Humans,DB14185
Somatostatinreceptortype1,SSTR1,P30872,Humans,DB06663
Somatostatinreceptortype1,SSTR1,P30872,Humans,DB09099
Somatostatinreceptortype1,SSTR1,P30872,Humans,DB13985
Somatostatinreceptortype1,SSTR1,P30872,Humans,DB15494
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB00398
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB00619
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB01254
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB01268
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB06589
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB08896
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB09078
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB09103
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB11800
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB12978
Mast/stemcellgrowthfactorreceptorKit,KIT,P10721,Humans,DB14840
4-hydroxyphenylpyruvatedioxygenase,HPD,P32754,Humans,DB00348
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB00216
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB00315
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB00320
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB00669
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB00952
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB11732
5-hydroxytryptaminereceptor1F,HTR1F,P30939,Humans,DB13520
Neurotensinreceptortype2,NTSR2,O95665,Humans,DB01106
Alcoholdehydrogenase1C,ADH1C,P00326,Humans,DB01213
Interferongammareceptor2,IFNGR2,P38484,Humans,DB00033
ATP-bindingcassettesub-familyCmember9,ABCC9,O60706,Humans,DB00222
ATP-bindingcassettesub-familyCmember9,ABCC9,O60706,Humans,DB00912
ATP-bindingcassettesub-familyCmember9,ABCC9,O60706,Humans,DB01124
ATP-bindingcassettesub-familyCmember9,ABCC9,O60706,Humans,DB09220
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00241
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00306
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00312
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00371
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00395
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00418
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00599
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00794
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB00849
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB01198
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB01205
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB01351
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB01353
Gamma-aminobutyricacidreceptorsubunitalpha-5,GABRA5,P31644,Humans,DB02530
Putativegonadotropin-releasinghormoneIIreceptor,GNRHR2,Q96P88,Humans,DB00644
Putativegonadotropin-releasinghormoneIIreceptor,GNRHR2,Q96P88,Humans,DB00666
Putativegonadotropin-releasinghormoneIIreceptor,GNRHR2,Q96P88,Humans,DB01406
Prostacyclinreceptor,PTGIR,P43119,Humans,DB00374
Prostacyclinreceptor,PTGIR,P43119,Humans,DB00929
Prostacyclinreceptor,PTGIR,P43119,Humans,DB01088
Prostacyclinreceptor,PTGIR,P43119,Humans,DB01160
Prostacyclinreceptor,PTGIR,P43119,Humans,DB01240
Prostacyclinreceptor,PTGIR,P43119,Humans,DB11362
Prostacyclinreceptor,PTGIR,P43119,Humans,DB11629
5-hydroxytryptaminereceptor1E,HTR1E,P28566,Humans,DB13520
Ceramideglucosyltransferase,UGCG,Q16739,Humans,DB00419
Ceramideglucosyltransferase,UGCG,Q16739,Humans,DB09039
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00241
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00306
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00312
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00371
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00418
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00599
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00794
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB00849
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB01351
Gamma-aminobutyricacidreceptorsubunitalpha-4,GABRA4,P48169,Humans,DB01353
"AldehydedehydrogenaseX,mitochondrial",ALDH1B1,P30837,Humans,DB09116
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB00347
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB00568
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB00593
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB00617
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB00909
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB04841
Voltage-dependentT-typecalciumchannelsubunitalpha-1G,CACNA1G,O43497,Humans,DB05246
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00191
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00193
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00226
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00234
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00285
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00289
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00316
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00321
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00344
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00458
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00476
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00540
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00543
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00579
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00726
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00830
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00852
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00907
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00934
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB00937
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01105
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01142
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01149
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01151
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01156
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01170
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01173
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01576
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01577
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB01579
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB04840
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB04896
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB06204
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB06700
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB06701
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB06704
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB08918
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB09167
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB09185
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB09225
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB13931
Sodium-dependentnoradrenalinetransporter,SLC6A2,P23975,Humans,DB16629
"3',5'-cyclic-AMPphosphodiesterase4B",PDE4B,Q07343,Humans,DB00277
"3',5'-cyclic-AMPphosphodiesterase4B",PDE4B,Q07343,Humans,DB00651
"3',5'-cyclic-AMPphosphodiesterase4B",PDE4B,Q07343,Humans,DB00824
"3',5'-cyclic-AMPphosphodiesterase4B",PDE4B,Q07343,Humans,DB01113
"3',5'-cyclic-AMPphosphodiesterase4B",PDE4B,Q07343,Humans,DB05219
Thyrotropinreceptor,TSHR,P16473,Humans,DB00024
Choline-phosphatecytidylyltransferaseB,PCYT1B,Q9Y5K3,Humans,DB04540
Amiloride-sensitivesodiumchannelsubunitdelta,SCNN1D,P51172,Humans,DB00594
Amiloride-sensitivesodiumchannelsubunitgamma,SCNN1G,P51170,Humans,DB00384
Amiloride-sensitivesodiumchannelsubunitgamma,SCNN1G,P51170,Humans,DB00594
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00211
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00298
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00346
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00368
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00388
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00449
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00450
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00457
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00477
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00590
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00610
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00668
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00679
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00696
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00699
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00706
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00723
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00797
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00831
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00852
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00865
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00925
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00935
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB00964
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB01136
Alpha-1Aadrenergicreceptor,ADRA1A,P35348,Humans,DB01162
